Time,machine,slice,direction,Source,Destination,Length
2481.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.98
2481.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.34
2483.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.29
2484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.38
2486.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.5
2486.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.35
2486.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,263.74
2488.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.64
2488.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.51
2489.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.95
2489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.34
2490.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.63
2490.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.31
2490.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,441.24
2491.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.93
2491.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.4
2491.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2492.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.51
2492.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.5
2492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.74
2492.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2493.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.53
2494.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.17
2496.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.16
2496.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.5
2496.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,48.35
2497.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,769.6
2499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.95
2499.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.42
2499.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2500.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.59
2502.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23
2502.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,184.79
2503.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.47
2505.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.08
2506.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.17
2506.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2506.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.95
2506.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,466.14
2506.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,591.53
2508.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.3
2508.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.79
2508.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,294.18
2510.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.77
2510.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.88
2510.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.85
2510.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,219.67
2511.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.64
2512.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.45
2512.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2513.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84
2515.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.29
2517.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.1
2517.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,121.76
2519.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.4
2519.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.59
2521.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.46
2521.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2522.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78
2522.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,777.29
2522.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2523.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.44
2523.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.52
2525.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.34
2525.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.7
2525.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,295.94
2526.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.89
2527.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.47
2528.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.14
2528.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.5
2530.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.67
2530.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.59
2531.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.94
2533.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.13
2534.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.97
2534.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,81.69
2534.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.61
2534.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.33
2534.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2536.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.33
2536.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.21
2538.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.46
2540.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.64
2540.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,153.96
2540.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.22
2540.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.96
2542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.03
2542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.05
2542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
3042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.64
3042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.72
3042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
3542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.36
3542.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,236.24
3542.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,568.71
3542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
4042.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,198.52
4042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
4542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.55
4542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.89
5042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.84
5042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5052.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,826.74
5057.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,291.63
5087.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1043.65
5117.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.55
5117.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,130.51
5147.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,831.31
5152.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.08
5152.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,596.95
5152.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,535.94
5182.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.02
5182.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,317.66
5202.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.89
5202.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,164.89
5202.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.44
5212.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,302.2
5212.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,365.53
5217.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,251.36
5227.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,637.35
5257.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.91
5257.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.96
5257.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,348.02
5277.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,384.51
5297.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,543.17
5297.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5327.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.9
5327.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,241.9
5332.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.17
5332.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,952.98
5362.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,734.01
5363.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.96
5363.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.86
5363.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5363.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.95
5363.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.62
5364.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.73
5364.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,2170.86
5366.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.56
5366.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.24
5368.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.84
5370.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.97
5370.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,45.06
5370.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.73
5371.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.85
5371.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.21
5371.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,295.96
5373.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.83
5373.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.58
5375.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.95
5376.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.82
5377.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,70.07
5378.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.87
5378.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,1012.29
5378.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,364.22
5379.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.2
5380.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.52
5380.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,800.51
5381.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.4
5381.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.28
5381.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5382.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.29
5383.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.85
5383.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.71
5383.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.71
5383.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,2150.23
5385.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.12
5385.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,453.88
5385.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.85
5385.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.86
5385.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,276.3
5387.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.14
5388.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.18
5389.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.88
5389.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.38
5390.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.62
5391.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.67
5391.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.22
5391.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.78
5392.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.3
5394.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.78
5394.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,540.79
5394.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.85
5394.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.97
5394.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5396.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.87
5396.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.12
5396.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5398.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.37
5398.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.73
5399.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.21
5400.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.15
5400.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5401.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.26
5402.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.29
5402.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.27
5404.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.93
5405.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.99
5405.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.82
5407.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.23
5409.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.2
5410.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.73
5412.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.67
5412.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.84
5413.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.96
5413.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.18
5413.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.62
5413.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,282.45
5413.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,314.77
5413.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5414.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.16
5414.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.03
5414.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,590.99
5414.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5415.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.35
5416.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.55
5416.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.4
5418.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.5
5419.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.12
5419.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.35
5420.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,75.9
5420.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.22
5420.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,539.09
5421.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.03
5421.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.35
5422.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.89
5423.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.46
5424.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.71
5424.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.69
5426.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.81
5426.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5428.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.89
5428.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,280.44
5429.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.45
5429.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.98
5431.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.52
5433.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.73
5433.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42
5434.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.37
5436.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4
5438.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.66
5439.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.62
5439.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.39
5440.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.06
5442.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.36
5443.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.75
5443.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5445.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.44
5445.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.76
5445.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5447.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.1
5447.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.86
5447.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.75
5448.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.97
5449.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.98
5449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.63
5450.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.54
5452.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.04
5454.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.41
5455.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.66
5455.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,389.22
5456.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.9
5456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.62
5456.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,398.71
5456.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5458.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.96
5459.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.18
5459.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.26
5461.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.66
5463.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.85
5463.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,494.29
5465.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.16
5465.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.35
5467.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.36
5467.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.96
5467.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,550.0
5467.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.19
5469.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.07
5469.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.8
5470.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.69
5470.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,616.04
5470.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,620.52
5472.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.81
5473.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.67
5473.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,587.79
5474.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.28
5476.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.41
5477.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.48
5479.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.37
5479.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.76
5480.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.93
5482.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.25
5483.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.92
5483.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.31
5483.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,898.25
5484.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.75
5484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.36
5486.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.16
5487.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.54
5487.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5489.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.7
5489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23
5490.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.37
5492.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.92
5492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.98
5492.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5494.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.18
5495.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.81
5495.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.6
5496.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.67
5496.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.64
5497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.68
5499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.68
5501.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.79
5502.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.57
5502.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,392.42
5504.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.88
5524.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.44
5524.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,418.45
5544.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1553.63
5544.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5554.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,255.23
5564.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.26
5564.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1023.46
5584.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.29
5584.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,591.42
5584.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,549.61
5604.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.38
5604.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,824.85
5604.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,584.15
5634.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.52
5634.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.04
5634.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,227.7
5634.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.99
5634.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.16
5635.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,57.16
5635.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,446.27
5635.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5636.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.11
5637.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.0
5637.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5637.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.0
5639.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.58
5641.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,79.9
5641.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5642.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.49
5643.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.68
5643.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.08
5644.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.6
5645.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.43
5650.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,112.36
5650.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5670.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.41
5670.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1298.03
5675.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,46.63
5675.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.12
5675.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,303.23
5695.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,525.41
5700.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1009.26
5720.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,218.95
5750.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,641.75
5755.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.74
5755.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,392.31
5785.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.96
5785.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.14
5790.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,252.39
5795.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,469.55
5805.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,161.61
5807.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.06
5807.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,580.71
5809.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.82
5809.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.66
5810.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.11
5810.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.93
5810.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,124.72
5811.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.37
5811.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,678.36
5813.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.94
5813.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.23
5813.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.46
5813.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,247.93
5814.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.01
5814.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.14
5816.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.64
5816.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,335.32
