time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
9403.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.16
9403.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.74
9405.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.65
9406.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.76
9407.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.64
9408.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.23
9410.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.94
9412.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.01
9413.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.81
9414.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.74
9415.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.1
9416.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.65
9416.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.69
9417.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.9
9418.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.26
9420.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.42
9422.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.32
9423.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.05
9425.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.4
9426.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.2
9427.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.64
9428.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.96
9429.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.68
9430.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.0
9431.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.56
9432.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.9
9433.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.91
9435.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.06
9436.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.36
9438.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.5
9440.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.54
9442.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.2
9443.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.84
9443.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.68
9444.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.69
9445.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.97
9446.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.54
9447.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.62
9447.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.08
9448.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.21
9450.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.47
9485.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.22
9505.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.21
9525.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.87
9625.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.38
9825.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.58
9925.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.86
