Time,machine,slice,direction,Source,Destination,Length,time_bin,time_bin_sa
5818.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.36,5800.0,5818.0
5818.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.93,5800.0,5818.0
5819.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.7,5800.0,5819.0
5821.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.78,5800.0,5821.0
5822.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,52.47,5800.0,5822.0
5822.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.28,5800.0,5822.0
5823.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.53,5800.0,5823.0
5825.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.38,5800.0,5825.0
5826.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.55,5800.0,5826.0
5827.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.79,5800.0,5827.0
5828.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.8,5800.0,5828.0
5830.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.18,5800.0,5830.0
5832.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.06,5800.0,5832.0
5833.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84,5800.0,5833.0
5834.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,49.93,5800.0,5834.0
5835.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.53,5800.0,5835.0
5836.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.59,5800.0,5836.0
5837.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.23,5800.0,5837.0
5838.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.43,5800.0,5838.0
5840.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.47,5800.0,5840.0
5841.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,80.29,5800.0,5841.0
5843.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.91,5800.0,5843.0
5843.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.09,5800.0,5843.0
5845.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.99,5800.0,5845.0
5847.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.34,5800.0,5847.0
5847.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.46,5800.0,5847.0
5849.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.6,5800.0,5849.0
5851.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.83,5800.0,5851.0
5852.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.01,5800.0,5852.0
5854.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.08,5800.0,5854.0
5855.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.46,5800.0,5855.0
5857.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.0,5800.0,5857.0
5858.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.65,5800.0,5858.0
5860.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.37,5800.0,5860.0
5861.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78,5800.0,5861.0
5863.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.01,5800.0,5863.0
5865.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.16,5800.0,5865.0
5866.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.37,5800.0,5866.0
5867.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.74,5800.0,5867.0
5869.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.85,5800.0,5869.0
5869.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.27,5800.0,5869.0
5870.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.06,5800.0,5870.0
5872.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.97,5800.0,5872.0
5872.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.17,5800.0,5872.0
5874.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.58,5800.0,5874.0
5875.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.14,5800.0,5875.0
5876.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.03,5800.0,5876.0
5877.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.03,5800.0,5877.0
5878.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.49,5800.0,5878.0
5879.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.84,5800.0,5879.0
5880.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.12,5800.0,5880.0
5881.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.19,5800.0,5881.0
5882.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.1,5800.0,5882.0
5884.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.75,5800.0,5884.0
5885.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.41,5800.0,5885.0
5886.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.29,5800.0,5886.0
5888.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.73,5800.0,5888.0
5890.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.98,5800.0,5890.0
5890.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.04,5800.0,5890.0
5892.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.39,5800.0,5892.0
5894.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.04,5800.0,5894.0
5895.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.26,5800.0,5895.0
5896.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.15,5800.0,5896.0
5896.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.74,5800.0,5896.0
5898.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.12,5800.0,5898.0
5900.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.49,5900.0,5900.0
5901.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.04,5900.0,5901.0
5903.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.09,5900.0,5903.0
5905.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.48,5900.0,5905.0
5906.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.1,5900.0,5906.0
5908.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.19,5900.0,5908.0
5909.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.76,5900.0,5909.0
5911.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.01,5900.0,5911.0
5912.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.66,5900.0,5912.0
5912.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.42,5900.0,5912.0
5914.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.88,5900.0,5914.0
5915.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42,5900.0,5915.0
5917.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.07,5900.0,5917.0
5918.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.35,5900.0,5918.0
5920.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.0,5900.0,5920.0
5922.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.58,5900.0,5922.0
5922.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,42.01,5900.0,5922.0
5923.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.78,5900.0,5923.0
5925.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.74,5900.0,5925.0
5925.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.74,5900.0,5925.0
5927.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.47,5900.0,5927.0
5928.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.31,5900.0,5928.0
5930.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.08,5900.0,5930.0
6430.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,47.32,6400.0,6430.0
6480.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
6530.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
6531.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.61,6500.0,6531.0
6532.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.64,6500.0,6532.0
6532.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.25,6500.0,6532.0
6533.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.67,6500.0,6533.0
6534.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.05,6500.0,6534.0
6535.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.59,6500.0,6535.0
6537.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.8,6500.0,6537.0
6539.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.76,6500.0,6539.0
6541.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.68,6500.0,6541.0
6543.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.35,6500.0,6543.0
6544.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.21,6500.0,6544.0
6545.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.09,6500.0,6545.0
6546.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.4,6500.0,6546.0
6548.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.94,6500.0,6548.0
6550.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.42,6500.0,6550.0
6550.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.68,6500.0,6550.0
6552.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.81,6500.0,6552.0
6553.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.86,6500.0,6553.0
6554.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.48,6500.0,6554.0
6556.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.47,6500.0,6556.0
6558.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.47,6500.0,6558.0
6560.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.46,6500.0,6560.0
6561.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.35,6500.0,6561.0
6562.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.28,6500.0,6562.0
6563.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.98,6500.0,6563.0
6565.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.94,6500.0,6565.0
6567.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.84,6500.0,6567.0
6569.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.97,6500.0,6569.0
6570.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.45,6500.0,6570.0
6571.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.32,6500.0,6571.0
6572.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.24,6500.0,6572.0
6574.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.63,6500.0,6574.0
6576.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.05,6500.0,6576.0
6577.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.81,6500.0,6577.0
6578.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.15,6500.0,6578.0
6580.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.33,6500.0,6580.0
6582.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.97,6500.0,6582.0
6583.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.18,6500.0,6583.0
6585.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.12,6500.0,6585.0
6586.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.1,6500.0,6586.0
6587.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.25,6500.0,6587.0
6588.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.33,6500.0,6588.0
6590.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.25,6500.0,6590.0
6591.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.52,6500.0,6591.0
6592.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.71,6500.0,6592.0
6593.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.11,6500.0,6593.0
6594.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.91,6500.0,6594.0
6595.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.86,6500.0,6595.0
6596.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.45,6500.0,6596.0
6596.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.37,6500.0,6596.0
6598.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.85,6500.0,6598.0
6599.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.57,6500.0,6599.0
6599.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.7,6500.0,6599.0
6601.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.28,6600.0,6601.0
6602.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.38,6600.0,6602.0
6604.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.96,6600.0,6604.0
6606.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.5,6600.0,6606.0
6607.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.5,6600.0,6607.0
6609.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.41,6600.0,6609.0
6611.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.11,6600.0,6611.0
6611.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,51.94,6600.0,6611.0
6613.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.87,6600.0,6613.0
6615.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.15,6600.0,6615.0
6615.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.4,6600.0,6615.0
6616.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.13,6600.0,6616.0
6617.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.26,6600.0,6617.0
6619.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.5,6600.0,6619.0
6620.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.96,6600.0,6620.0
6621.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.66,6600.0,6621.0
6622.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.92,6600.0,6622.0
6624.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,79.55,6600.0,6624.0
6625.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.36,6600.0,6625.0
6626.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.42,6600.0,6626.0
6628.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.67,6600.0,6628.0
6629.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.32,6600.0,6629.0
6631.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.2,6600.0,6631.0
6632.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.65,6600.0,6632.0
6632.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.14,6600.0,6632.0
6634.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.81,6600.0,6634.0
6635.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.34,6600.0,6635.0
6635.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.19,6600.0,6635.0
6636.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.26,6600.0,6636.0
6637.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.84,6600.0,6637.0
6639.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.41,6600.0,6639.0
6640.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.67,6600.0,6640.0
6642.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.35,6600.0,6642.0
6644.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.71,6600.0,6644.0
6646.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.59,6600.0,6646.0
6648.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,60.46,6600.0,6648.0
6649.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.84,6600.0,6649.0
6649.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.19,6600.0,6649.0
6651.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.81,6600.0,6651.0
6652.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.64,6600.0,6652.0
6654.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.5,6600.0,6654.0
6656.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.86,6600.0,6656.0
6656.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,80.38,6600.0,6656.0
6658.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.68,6600.0,6658.0
6658.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.2,6600.0,6658.0
6659.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.13,6600.0,6659.0
6759.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
6959.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
7459.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.25,7400.0,7459.0
7559.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
7609.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.32,7600.0,7609.0
7659.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.92,7600.0,7659.0
7759.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
7859.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
7959.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
8159.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.52,8100.0,8159.0
8659.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
8759.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
8764.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
8794.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.22,8700.0,8794.0
8814.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
8824.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.01,8800.0,8824.0
8829.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
8849.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.8,8800.0,8849.0
8854.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.92,8800.0,8854.0
8884.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
8914.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.22,8900.0,8914.0
8924.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.0,8900.0,8924.0
8934.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
8954.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
8984.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
8994.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9004.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.98,9000.0,9004.0
9034.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9054.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.89,9000.0,9054.0
9074.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9084.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.41,9000.0,9084.0
9094.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.52,9000.0,9094.0
9124.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.51,9100.0,9124.0
9134.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9144.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.86,9100.0,9144.0
9149.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.7,9100.0,9149.0
9151.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9153.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9155.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9155.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9156.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9158.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9159.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9160.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9161.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.52,9100.0,9161.0
9162.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.44,9100.0,9162.0
9163.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,60.63,9100.0,9163.0
9163.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9165.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9167.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.31,9100.0,9167.0
9168.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.84,9100.0,9168.0
9169.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.2,9100.0,9169.0
9170.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.34,9100.0,9170.0
9170.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9171.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9172.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9173.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,43.51,9100.0,9173.0
9174.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.56,9100.0,9174.0
9175.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9177.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9178.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.61,9100.0,9178.0
9179.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.26,9100.0,9179.0
9180.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9181.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9183.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.27,9100.0,9183.0
9184.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9186.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9187.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9187.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.82,9100.0,9187.0
9189.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9191.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9193.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9195.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9196.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.49,9100.0,9196.0
9197.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.41,9100.0,9197.0
9198.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9200.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9201.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9202.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9204.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9204.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9205.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.3,9200.0,9205.0
9206.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9207.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9209.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9210.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.37,9200.0,9210.0
9211.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9212.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9214.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.25,9200.0,9214.0
9214.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9215.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9216.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9217.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9218.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.18,9200.0,9218.0
9218.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9220.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9222.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.73,9200.0,9222.0
9223.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.77,9200.0,9223.0
9225.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9227.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.96,9200.0,9227.0
9229.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9231.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9233.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9235.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9236.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9238.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9239.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9239.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9241.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9242.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9243.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9245.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.39,9200.0,9245.0
9247.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.4,9200.0,9247.0
9248.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.04,9200.0,9248.0
9249.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9251.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.87,9200.0,9251.0
9253.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9254.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9255.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9256.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.3,9200.0,9256.0
9257.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9258.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9258.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9259.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9261.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
9262.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.96,9200.0,9262.0
9263.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0.0,,
9264.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0.0,,
